IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.218.146.204,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,3.88
47.245.115.6,2095,2095,false,SIN,Asia Pacific,Singapore,4,3.88
47.91.31.231,80,80,false,NRT,Asia Pacific,Tokyo,89,3.88
8.210.245.224,443,443,true,HKG,Asia Pacific,Hong Kong,84,3.87
8.210.65.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,3.87
8.219.213.84,8443,8443,true,SIN,Asia Pacific,Singapore,36,3.87
47.243.107.148,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,3.87
47.74.20.143,2053,2053,true,NRT,Asia Pacific,Tokyo,210,3.87
47.91.22.115,8080,8080,false,NRT,Asia Pacific,Tokyo,96,3.86
8.219.72.51,2087,2087,true,SIN,Asia Pacific,Singapore,116,3.86
47.236.163.221,8443,8443,true,SIN,Asia Pacific,Singapore,64,3.86
8.219.178.225,2087,2087,true,SIN,Asia Pacific,Singapore,31,3.85
47.74.11.9,8080,8080,false,NRT,Asia Pacific,Tokyo,98,3.85
8.209.200.73,2082,2082,false,NRT,Asia Pacific,Tokyo,86,3.85
8.219.106.15,2087,2087,true,SIN,Asia Pacific,Singapore,118,3.84
8.209.240.229,2083,2083,true,NRT,Asia Pacific,Tokyo,133,3.84
8.219.97.179,2053,2053,true,SIN,Asia Pacific,Singapore,137,3.84
8.219.161.129,8080,8080,false,SIN,Asia Pacific,Singapore,10,3.84
8.209.214.157,2082,2082,false,NRT,Asia Pacific,Tokyo,73,3.83
47.242.79.71,2096,2096,true,HKG,Asia Pacific,Hong Kong,45,3.83
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,5,3.83
8.219.110.88,2083,2083,true,SIN,Asia Pacific,Singapore,104,3.83
8.222.224.163,8080,8080,false,SIN,Asia Pacific,Singapore,4,3.83
47.74.27.151,2087,2087,true,NRT,Asia Pacific,Tokyo,114,3.82
47.91.2.165,2052,2052,false,NRT,Asia Pacific,Tokyo,83,3.82
47.236.175.189,2096,2096,true,SIN,Asia Pacific,Singapore,59,3.82
8.218.3.12,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,3.82
8.219.102.252,80,80,false,SIN,Asia Pacific,Singapore,15,3.82
8.219.215.12,2082,2082,false,SIN,Asia Pacific,Singapore,32,3.82
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,10,3.82
47.245.55.99,2083,2083,true,NRT,Asia Pacific,Tokyo,201,3.82
8.209.214.157,2053,2053,true,NRT,Asia Pacific,Tokyo,103,3.82
47.74.20.143,2087,2087,true,NRT,Asia Pacific,Tokyo,177,3.81
8.219.228.157,2086,2086,false,SIN,Asia Pacific,Singapore,18,3.80
47.250.146.18,80,443,true,SIN,Asia Pacific,Singapore,80,3.80
8.218.142.253,80,80,false,HKG,Asia Pacific,Hong Kong,41,3.80
47.245.113.12,2082,2082,false,SIN,Asia Pacific,Singapore,5,3.80
47.76.32.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,82,3.79
47.243.161.235,2053,2053,true,HKG,Asia Pacific,Hong Kong,95,3.79
8.218.142.253,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,3.79
47.245.105.224,80,80,false,SIN,Asia Pacific,Singapore,4,3.79
8.222.224.163,2087,2087,true,SIN,Asia Pacific,Singapore,73,3.79
47.74.34.162,2087,2087,true,NRT,Asia Pacific,Tokyo,115,3.79
8.219.253.114,8443,8443,true,SIN,Asia Pacific,Singapore,238,3.79
47.245.40.55,8443,8443,true,HKG,Asia Pacific,Hong Kong,280,3.79
47.242.79.71,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,3.78
47.245.115.6,2086,2086,false,SIN,Asia Pacific,Singapore,23,3.78
8.222.244.123,2082,2082,false,SIN,Asia Pacific,Singapore,3,3.77
8.210.101.157,80,80,false,HKG,Asia Pacific,Hong Kong,39,3.77
47.74.0.183,8880,8880,false,NRT,Asia Pacific,Tokyo,94,3.77
8.210.65.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,3.76
47.245.55.94,8443,8443,true,NRT,Asia Pacific,Tokyo,136,3.76
8.219.240.160,80,80,false,SIN,Asia Pacific,Singapore,4,3.76
47.242.232.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,3.76
47.243.173.187,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,3.76
8.219.253.114,2095,2095,false,SIN,Asia Pacific,Singapore,20,3.76
47.243.230.93,2053,443,true,HKG,Asia Pacific,Hong Kong,106,3.76
47.236.171.112,2095,2095,false,SIN,Asia Pacific,Singapore,15,3.76
8.219.126.240,2053,2053,true,SIN,Asia Pacific,Singapore,102,3.75
8.219.201.174,443,443,true,SIN,Asia Pacific,Singapore,115,3.75
8.209.214.157,2095,2095,false,NRT,Asia Pacific,Tokyo,84,3.75
8.219.103.65,8443,8443,true,SIN,Asia Pacific,Singapore,144,3.74
47.91.18.207,80,80,false,NRT,Asia Pacific,Tokyo,84,3.74
8.219.220.88,80,80,false,SIN,Asia Pacific,Singapore,39,3.74
8.218.110.180,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,3.74
8.219.235.164,8080,8080,false,SIN,Asia Pacific,Singapore,15,3.74
8.219.247.203,2082,2082,false,SIN,Asia Pacific,Singapore,72,3.73
8.219.156.148,2096,2096,true,SIN,Asia Pacific,Singapore,88,3.73
47.74.37.50,80,80,false,NRT,Asia Pacific,Tokyo,87,3.73
47.245.113.117,2096,2096,true,SIN,Asia Pacific,Singapore,33,3.73
47.245.52.240,2087,2087,true,NRT,Asia Pacific,Tokyo,73,3.73
8.218.110.180,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,3.73
47.245.57.38,2083,2083,true,HKG,Asia Pacific,Hong Kong,263,3.73
8.219.93.85,2082,2082,false,SIN,Asia Pacific,Singapore,8,3.73
8.219.184.92,80,80,false,SIN,Asia Pacific,Singapore,441,3.72
8.219.175.127,2095,2095,false,SIN,Asia Pacific,Singapore,11,3.72
47.243.161.235,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,3.72
47.242.171.94,2087,2087,true,HKG,Asia Pacific,Hong Kong,81,3.71
47.242.17.250,8880,8880,false,HKG,Asia Pacific,Hong Kong,65,3.71
8.219.106.156,2083,2083,true,HKG,Asia Pacific,Hong Kong,153,3.70
8.219.177.205,8443,8443,true,SIN,Asia Pacific,Singapore,162,3.70
8.219.170.180,8080,8080,false,SIN,Asia Pacific,Singapore,26,3.70
8.219.222.98,2052,2052,false,SIN,Asia Pacific,Singapore,14,3.70
47.236.158.158,2082,2082,false,SIN,Asia Pacific,Singapore,14,3.70
47.245.58.250,2053,2053,true,NRT,Asia Pacific,Tokyo,155,3.70
8.219.249.38,8080,8080,false,SIN,Asia Pacific,Singapore,15,3.70
47.245.107.174,8080,8080,false,SIN,Asia Pacific,Singapore,10,3.70
8.219.188.162,2096,2096,true,SIN,Asia Pacific,Singapore,84,3.70
47.91.3.87,2087,2087,true,NRT,Asia Pacific,Tokyo,106,3.70
8.218.18.132,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,3.70
8.218.243.95,2096,0,true,HKG,Asia Pacific,Hong Kong,34,3.70
47.74.7.51,8880,8880,false,NRT,Asia Pacific,Tokyo,125,3.69
8.219.206.180,2083,2083,true,SIN,Asia Pacific,Singapore,255,3.69
8.210.55.134,80,80,false,HKG,Asia Pacific,Hong Kong,36,3.68
47.74.15.120,8443,8443,true,NRT,Asia Pacific,Tokyo,97,3.68
8.218.204.128,443,443,true,HKG,Asia Pacific,Hong Kong,78,3.68
8.219.204.120,2082,2082,false,SIN,Asia Pacific,Singapore,68,3.68
8.210.156.6,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,3.68
47.74.27.211,2052,2052,false,NRT,Asia Pacific,Tokyo,73,3.67
8.219.87.34,2087,2087,true,SIN,Asia Pacific,Singapore,73,3.67
47.91.3.87,8443,8443,true,NRT,Asia Pacific,Tokyo,161,3.67
47.74.37.50,2086,2086,false,NRT,Asia Pacific,Tokyo,92,3.67
8.219.241.189,8443,8443,true,SIN,Asia Pacific,Singapore,142,3.67
8.219.206.180,80,80,false,SIN,Asia Pacific,Singapore,15,3.67
8.219.248.47,2053,2053,true,SIN,Asia Pacific,Singapore,114,3.67
8.219.152.195,2096,2096,true,SIN,Asia Pacific,Singapore,114,3.67
8.209.214.157,2052,2052,false,NRT,Asia Pacific,Tokyo,84,3.67
8.217.49.34,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,3.67
8.219.215.214,2086,2086,false,SIN,Asia Pacific,Singapore,15,3.66
47.74.26.131,2082,2082,false,NRT,Asia Pacific,Tokyo,94,3.66
8.218.156.91,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,3.66
8.209.246.24,8080,8080,false,NRT,Asia Pacific,Tokyo,82,3.66
47.245.113.12,2086,2086,false,SIN,Asia Pacific,Singapore,4,3.66
8.219.222.98,2096,2096,true,SIN,Asia Pacific,Singapore,137,3.66
47.74.18.121,80,80,false,NRT,Asia Pacific,Tokyo,95,3.65
47.245.55.94,2053,2053,true,NRT,Asia Pacific,Tokyo,211,3.65
47.74.23.99,2087,2087,true,NRT,Asia Pacific,Tokyo,102,3.65
8.219.172.128,2083,2083,true,SIN,Asia Pacific,Singapore,162,3.65
47.74.5.233,2083,2083,true,NRT,Asia Pacific,Tokyo,171,3.65
47.245.115.6,2096,2096,true,SIN,Asia Pacific,Singapore,72,3.65
8.209.241.128,8080,8080,false,NRT,Asia Pacific,Tokyo,70,3.65
8.217.49.34,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,3.65
8.209.215.247,2096,2096,true,NRT,Asia Pacific,Tokyo,161,3.65
8.219.213.84,2087,2087,true,SIN,Asia Pacific,Singapore,103,3.64
47.91.31.235,2095,2095,false,NRT,Asia Pacific,Tokyo,88,3.64
8.219.173.195,2083,2083,true,SIN,Asia Pacific,Singapore,100,3.64
47.91.10.228,2082,2082,false,NRT,Asia Pacific,Tokyo,87,3.64
8.210.146.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,82,3.64
8.219.126.3,80,80,false,SIN,Asia Pacific,Singapore,87,3.64
8.208.89.120,80,443,true,LHR,Europe,London,181,3.64
47.74.37.50,80,80,false,NRT,Asia Pacific,Tokyo,81,3.63
8.218.188.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,3.63
8.210.107.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,62,3.63
8.219.124.227,2082,2082,false,SIN,Asia Pacific,Singapore,19,3.63
8.209.212.5,2095,2095,false,NRT,Asia Pacific,Tokyo,81,3.62
47.245.57.109,2083,2083,true,NRT,Asia Pacific,Tokyo,172,3.62
8.219.104.242,2053,2053,true,SIN,Asia Pacific,Singapore,75,3.62
8.218.3.12,2053,2053,true,HKG,Asia Pacific,Hong Kong,43,3.61
8.219.90.196,2096,2096,true,SIN,Asia Pacific,Singapore,96,3.61
47.74.15.120,2086,2086,false,NRT,Asia Pacific,Tokyo,89,3.61
8.219.202.130,2083,2083,true,SIN,Asia Pacific,Singapore,127,3.61
47.236.99.131,2095,2095,false,SIN,Asia Pacific,Singapore,45,3.60
47.74.16.255,2095,2095,false,NRT,Asia Pacific,Tokyo,93,3.60
47.74.11.219,2086,2086,false,NRT,Asia Pacific,Tokyo,115,3.60
8.209.214.157,2096,2096,true,NRT,Asia Pacific,Tokyo,101,3.60
47.74.43.24,8080,8080,false,NRT,Asia Pacific,Tokyo,90,3.60
8.209.240.227,80,80,false,NRT,Asia Pacific,Tokyo,72,3.60
8.222.248.188,2087,2087,true,SIN,Asia Pacific,Singapore,79,3.60
8.218.110.180,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,3.60
8.218.127.249,2083,2083,true,HKG,Asia Pacific,Hong Kong,80,3.59
47.74.9.174,2053,2053,true,NRT,Asia Pacific,Tokyo,76,3.59
47.236.87.206,2087,2087,true,SIN,Asia Pacific,Singapore,48,3.59
47.245.118.197,80,80,false,SIN,Asia Pacific,Singapore,12,3.59
47.245.118.70,2083,2083,true,SIN,Asia Pacific,Singapore,66,3.59
8.219.40.37,2087,2087,true,SIN,Asia Pacific,Singapore,149,3.58
8.219.173.233,8080,8080,false,SIN,Asia Pacific,Singapore,27,3.58
8.222.223.34,2083,2083,true,SIN,Asia Pacific,Singapore,85,3.57
8.219.56.205,2087,2087,true,SIN,Asia Pacific,Singapore,3,3.57
47.74.38.250,2086,2086,false,NRT,Asia Pacific,Tokyo,83,3.57
47.74.52.243,80,80,false,NRT,Asia Pacific,Tokyo,69,3.57
8.219.196.24,2052,2052,false,SIN,Asia Pacific,Singapore,26,3.56
47.245.8.185,8443,8443,true,NRT,Asia Pacific,Tokyo,112,3.56
47.74.15.117,8080,8080,false,NRT,Asia Pacific,Tokyo,79,3.56
47.74.45.143,8443,8443,true,NRT,Asia Pacific,Tokyo,84,3.56
8.219.74.35,2083,2083,true,SIN,Asia Pacific,Singapore,89,3.56
47.74.13.94,2086,2086,false,NRT,Asia Pacific,Tokyo,84,3.56
8.219.198.34,2083,2083,true,SIN,Asia Pacific,Singapore,92,3.56
8.218.146.204,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,3.56
8.219.52.156,443,443,true,SIN,Asia Pacific,Singapore,122,3.56
47.245.113.117,2095,2095,false,SIN,Asia Pacific,Singapore,4,3.56
8.218.22.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,3.56
8.218.142.253,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,3.56
8.219.196.117,2083,2083,true,SIN,Asia Pacific,Singapore,291,3.56
8.219.185.191,2095,2095,false,SIN,Asia Pacific,Singapore,14,3.56
47.74.41.87,8880,8880,false,NRT,Asia Pacific,Tokyo,88,3.55
8.210.62.66,8080,80,false,HKG,Asia Pacific,Hong Kong,34,3.55
47.245.56.29,2087,2087,true,NRT,Asia Pacific,Tokyo,193,3.55
8.218.126.53,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,3.55
47.245.118.197,2082,2082,false,SIN,Asia Pacific,Singapore,28,3.55
47.245.41.84,2083,2083,true,NRT,Asia Pacific,Tokyo,136,3.55
8.219.107.135,8880,8880,false,SIN,Asia Pacific,Singapore,33,3.55
8.219.201.245,8080,8080,false,SIN,Asia Pacific,Singapore,12,3.55
47.74.12.139,2053,2053,true,NRT,Asia Pacific,Tokyo,114,3.54
47.74.46.84,8080,8080,false,NRT,Asia Pacific,Tokyo,89,3.54
47.251.74.226,443,443,true,LAX,North America,Los Angeles,202,3.54
8.219.107.135,8443,8443,true,SIN,Asia Pacific,Singapore,77,3.54
47.242.155.183,2083,2083,true,HKG,Asia Pacific,Hong Kong,96,3.54
8.210.101.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,3.54
47.74.45.143,2096,2096,true,NRT,Asia Pacific,Tokyo,193,3.54
47.245.56.207,2083,2083,true,NRT,Asia Pacific,Tokyo,231,3.54
47.74.47.167,2082,2082,false,NRT,Asia Pacific,Tokyo,79,3.53
8.219.114.201,2087,2087,true,SIN,Asia Pacific,Singapore,109,3.53
8.219.215.12,2052,2052,false,SIN,Asia Pacific,Singapore,11,3.53
47.74.46.84,80,80,false,NRT,Asia Pacific,Tokyo,84,3.53
8.219.12.152,443,443,true,HKG,Asia Pacific,Hong Kong,59,3.52
47.242.79.71,2087,2087,true,HKG,Asia Pacific,Hong Kong,101,3.52
47.74.19.249,2052,2052,false,NRT,Asia Pacific,Tokyo,99,3.51
8.210.65.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,50,3.51
47.243.86.79,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,3.51
47.74.3.2,2086,2086,false,NRT,Asia Pacific,Tokyo,111,3.51
8.209.214.222,8080,8080,false,NRT,Asia Pacific,Tokyo,77,3.50
8.210.101.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,111,3.50
8.209.212.5,2087,2087,true,NRT,Asia Pacific,Tokyo,76,3.50
8.209.240.227,8880,8880,false,NRT,Asia Pacific,Tokyo,76,3.50
8.210.55.134,8443,8443,true,HKG,Asia Pacific,Hong Kong,101,3.49
8.219.202.130,2053,2053,true,SIN,Asia Pacific,Singapore,162,3.49
8.219.198.34,2096,2096,true,SIN,Asia Pacific,Singapore,121,3.49
47.76.146.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,3.49
47.245.107.174,2086,2086,false,SIN,Asia Pacific,Singapore,9,3.49
47.91.3.87,2095,2095,false,NRT,Asia Pacific,Tokyo,89,3.48
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,94,3.48
8.209.212.5,2095,2095,false,NRT,Asia Pacific,Tokyo,94,3.48
47.74.13.66,2082,2082,false,NRT,Asia Pacific,Tokyo,80,3.48
47.74.23.193,2052,2052,false,NRT,Asia Pacific,Tokyo,85,3.48
8.222.184.198,2095,2095,false,SIN,Asia Pacific,Singapore,24,3.48
47.245.126.151,8443,8443,true,HKG,Asia Pacific,Hong Kong,112,3.47
47.74.46.84,2087,2087,true,NRT,Asia Pacific,Tokyo,162,3.47
47.245.107.174,2087,2087,true,SIN,Asia Pacific,Singapore,39,3.47
47.74.16.255,80,80,false,NRT,Asia Pacific,Tokyo,91,3.46
47.245.126.151,8080,8080,false,HKG,Asia Pacific,Hong Kong,73,3.45
8.222.227.191,2053,2053,true,SIN,Asia Pacific,Singapore,127,3.45
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,3.45
47.236.7.206,2087,2087,true,SIN,Asia Pacific,Singapore,103,3.45
47.74.15.80,8080,8080,false,NRT,Asia Pacific,Tokyo,81,3.45
47.74.16.255,2052,2052,false,NRT,Asia Pacific,Tokyo,86,3.45
47.74.5.150,2095,2095,false,NRT,Asia Pacific,Tokyo,90,3.44
47.76.146.1,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,3.44
47.74.34.73,2053,2053,true,NRT,Asia Pacific,Tokyo,109,3.44
8.210.245.224,8443,8443,true,HKG,Asia Pacific,Hong Kong,102,3.44
8.209.248.161,2087,2087,true,NRT,Asia Pacific,Tokyo,84,3.43
8.210.119.11,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,3.43
47.74.37.50,8443,8443,true,NRT,Asia Pacific,Tokyo,86,3.43
47.236.169.141,8443,8443,true,SIN,Asia Pacific,Singapore,96,3.43
8.209.212.5,2083,2083,true,NRT,Asia Pacific,Tokyo,115,3.43
47.243.86.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,3.42
8.219.196.24,80,80,false,SIN,Asia Pacific,Singapore,12,3.42
47.245.118.197,8880,8880,false,SIN,Asia Pacific,Singapore,20,3.42
47.243.162.49,2053,2053,true,HKG,Asia Pacific,Hong Kong,123,3.42
47.74.27.211,2082,2082,false,NRT,Asia Pacific,Tokyo,83,3.42
8.218.48.92,8080,8080,false,HKG,Asia Pacific,Hong Kong,64,3.42
47.74.9.174,8880,8880,false,NRT,Asia Pacific,Tokyo,73,3.41
8.219.240.160,8443,8443,true,SIN,Asia Pacific,Singapore,155,3.41
47.242.234.127,443,443,true,HKG,Asia Pacific,Hong Kong,64,3.40
47.245.114.163,80,80,false,SIN,Asia Pacific,Singapore,26,3.40
8.210.192.93,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,3.40
47.236.123.133,2053,2053,true,SIN,Asia Pacific,Singapore,102,3.40
47.74.16.255,2086,2086,false,NRT,Asia Pacific,Tokyo,85,3.40
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,3.38
8.217.250.5,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,3.38
47.243.162.49,2096,2096,true,HKG,Asia Pacific,Hong Kong,70,3.38
47.245.115.6,2087,2087,true,HKG,Asia Pacific,Hong Kong,146,3.38
8.218.142.253,80,80,false,HKG,Asia Pacific,Hong Kong,50,3.38
47.245.30.208,2087,2087,true,NRT,Asia Pacific,Tokyo,119,3.38
8.217.49.34,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,3.38
8.219.247.203,80,80,false,SIN,Asia Pacific,Singapore,23,3.37
8.218.142.253,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,3.36
8.219.213.84,2082,2082,false,SIN,Asia Pacific,Singapore,26,3.36
47.243.173.187,2083,2083,true,HKG,Asia Pacific,Hong Kong,95,3.36
8.219.206.180,2082,2082,false,SIN,Asia Pacific,Singapore,20,3.36
8.222.248.188,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,3.35
8.209.212.5,8080,8080,false,NRT,Asia Pacific,Tokyo,83,3.35
8.219.204.120,8880,8880,false,SIN,Asia Pacific,Singapore,73,3.35
8.218.119.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,78,3.35
8.209.200.73,2082,2082,false,NRT,Asia Pacific,Tokyo,99,3.35
47.91.16.214,80,80,false,NRT,Asia Pacific,Tokyo,85,3.34
47.74.19.249,2096,2096,true,NRT,Asia Pacific,Tokyo,115,3.34
47.74.15.117,2095,2095,false,NRT,Asia Pacific,Tokyo,80,3.34
47.243.70.197,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,3.33
8.219.122.55,2052,2052,false,SIN,Asia Pacific,Singapore,7,3.33
47.74.39.194,2095,2095,false,NRT,Asia Pacific,Tokyo,74,3.32
8.210.21.65,80,80,false,HKG,Asia Pacific,Hong Kong,39,3.32
47.243.70.197,2086,2086,false,HKG,Asia Pacific,Hong Kong,61,3.32
8.210.146.108,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,3.32
8.219.228.157,8880,8880,false,SIN,Asia Pacific,Singapore,19,3.32
8.210.9.129,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,3.32
47.91.19.249,2086,2086,false,NRT,Asia Pacific,Tokyo,77,3.32
8.218.158.94,80,80,false,HKG,Asia Pacific,Hong Kong,40,3.32
47.245.107.174,443,443,true,SIN,Asia Pacific,Singapore,28,3.31
8.219.195.47,2086,2086,false,SIN,Asia Pacific,Singapore,11,3.31
8.210.117.18,2087,2087,true,HKG,Asia Pacific,Hong Kong,119,3.31
47.74.54.33,80,80,false,NRT,Asia Pacific,Tokyo,131,3.31
8.218.85.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,3.31
8.217.49.34,80,80,false,HKG,Asia Pacific,Hong Kong,34,3.31
47.245.113.12,8880,8880,false,SIN,Asia Pacific,Singapore,5,3.30
47.243.86.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,3.30
8.219.209.14,2087,2087,true,SIN,Asia Pacific,Singapore,169,3.30
47.74.8.238,8443,8443,true,NRT,Asia Pacific,Tokyo,83,3.29
8.222.198.105,2053,2053,true,SIN,Asia Pacific,Singapore,167,3.29
8.222.226.15,2087,2087,true,HKG,Asia Pacific,Hong Kong,91,3.29
8.218.119.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,86,3.29
47.236.121.23,2087,2087,true,HKG,Asia Pacific,Hong Kong,111,3.29
8.219.202.130,8443,8443,true,SIN,Asia Pacific,Singapore,164,3.29
47.74.12.139,2082,2082,false,NRT,Asia Pacific,Tokyo,92,3.28
47.74.38.250,8880,8880,false,NRT,Asia Pacific,Tokyo,120,3.28
8.219.83.201,2083,2083,true,SIN,Asia Pacific,Singapore,70,3.28
47.236.4.129,2052,2052,false,SIN,Asia Pacific,Singapore,7,3.28
8.209.200.73,80,80,false,NRT,Asia Pacific,Tokyo,102,3.28
8.219.173.239,2082,2082,false,HKG,Asia Pacific,Hong Kong,93,3.28
47.243.86.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,88,3.28
8.210.21.65,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,3.28
47.242.17.250,2052,2052,false,HKG,Asia Pacific,Hong Kong,57,3.28
47.74.46.84,2053,2053,true,NRT,Asia Pacific,Tokyo,117,3.28
8.218.22.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,58,3.27
8.218.158.94,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,3.27
8.219.183.31,80,80,false,SIN,Asia Pacific,Singapore,11,3.26
8.209.212.5,2086,2086,false,NRT,Asia Pacific,Tokyo,91,3.26
47.245.108.213,8080,8080,false,SIN,Asia Pacific,Singapore,10,3.26
47.91.31.231,2052,2052,false,NRT,Asia Pacific,Tokyo,83,3.26
47.245.37.94,2096,2096,true,NRT,Asia Pacific,Tokyo,137,3.25
47.91.19.249,8080,8080,false,NRT,Asia Pacific,Tokyo,89,3.25
8.219.253.185,2095,2095,false,SIN,Asia Pacific,Singapore,16,3.25
8.219.228.186,8880,8880,false,SIN,Asia Pacific,Singapore,22,3.24
47.91.22.115,2096,2096,true,NRT,Asia Pacific,Tokyo,89,3.23
8.219.175.127,80,80,false,HKG,Asia Pacific,Hong Kong,79,3.22
47.74.42.17,2053,2053,true,NRT,Asia Pacific,Tokyo,97,3.22
47.91.21.127,8880,8880,false,NRT,Asia Pacific,Tokyo,78,3.22
8.219.186.189,2087,2087,true,SIN,Asia Pacific,Singapore,268,3.22
8.210.101.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,89,3.21
8.219.228.30,2083,2083,true,SIN,Asia Pacific,Singapore,225,3.21
47.91.21.107,2052,2052,false,NRT,Asia Pacific,Tokyo,75,3.21
8.218.85.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,3.21
47.74.3.2,80,80,false,NRT,Asia Pacific,Tokyo,90,3.21
47.245.59.188,2096,2096,true,NRT,Asia Pacific,Tokyo,186,3.21
8.219.74.35,80,80,false,SIN,Asia Pacific,Singapore,5,3.21
47.74.34.38,80,80,false,NRT,Asia Pacific,Tokyo,119,3.21
8.219.236.8,2087,2087,true,SIN,Asia Pacific,Singapore,142,3.20
47.245.102.156,2052,2052,false,SIN,Asia Pacific,Singapore,21,3.20
8.209.214.222,2082,2082,false,NRT,Asia Pacific,Tokyo,87,3.20
47.245.107.174,8880,8880,false,SIN,Asia Pacific,Singapore,11,3.20
47.242.79.71,443,443,true,HKG,Asia Pacific,Hong Kong,77,3.20
8.209.212.5,2052,2052,false,NRT,Asia Pacific,Tokyo,89,3.19
8.222.211.16,80,80,false,SIN,Asia Pacific,Singapore,4,3.19
8.219.247.203,2052,2052,false,SIN,Asia Pacific,Singapore,17,3.19
8.219.97.179,2053,2053,true,SIN,Asia Pacific,Singapore,98,3.19
8.209.214.222,8880,8880,false,NRT,Asia Pacific,Tokyo,96,3.18
8.219.140.229,2053,2053,true,SIN,Asia Pacific,Singapore,80,3.18
47.74.54.145,8080,8080,false,NRT,Asia Pacific,Tokyo,87,3.18
8.210.21.65,2086,2086,false,HKG,Asia Pacific,Hong Kong,65,3.18
8.219.201.174,2095,2095,false,SIN,Asia Pacific,Singapore,16,3.18
8.219.210.64,2082,2082,false,SIN,Asia Pacific,Singapore,21,3.17
8.219.179.34,80,80,false,SIN,Asia Pacific,Singapore,24,3.17
8.209.214.222,2052,2052,false,NRT,Asia Pacific,Tokyo,96,3.17
8.222.212.116,8880,8880,false,SIN,Asia Pacific,Singapore,3,3.17
8.219.153.237,2096,2096,true,NRT,Asia Pacific,Tokyo,152,3.17
8.210.117.18,2096,2096,true,HKG,Asia Pacific,Hong Kong,104,3.16
8.218.188.129,2083,2083,true,HKG,Asia Pacific,Hong Kong,89,3.16
47.243.162.49,80,80,false,HKG,Asia Pacific,Hong Kong,45,3.16
47.91.29.108,8080,8080,false,NRT,Asia Pacific,Tokyo,94,3.15
47.74.41.136,80,80,false,NRT,Asia Pacific,Tokyo,87,3.15
8.219.126.3,8443,8443,true,SIN,Asia Pacific,Singapore,119,3.14
8.219.178.9,2053,2053,true,SIN,Asia Pacific,Singapore,102,3.14
47.245.56.29,2083,2083,true,NRT,Asia Pacific,Tokyo,151,3.14
